Famille d'origine;Planet;People;Prosperity;RECOMMANDATION;CRITERES;JUSTIFICATIONS;Etape Cycle de Vie;incontournables;Indicateurs;X;Y;Priorite;Recurrence;Use Case
CONTENUS;B;B;B;Reduire l'empreinte des contenus statiques;Est-ce que le formulaire permet e l'utilisateur de desactiver les fonctions dynamiques (ex: auto completion);Certaines fonctions lorsqu'elles sont activees vont utiliser des ressources de calcul et des echanges reseaux, c'est le cas des systemes d'auto-completion qui peuvent etre utiles pour certains publics dont l'expression ecrite n'est pas tres fluide mais qui sont superflus pour des utilisateurs plus autonomes.;Realisation;;;;;Medium;OnUpdate;Code source
CONTENUS;C;B;B;Reduire l'empreinte des contenus statiques;Est-ce que les formulaires sont utiles (exemple : ne pas creer de compte pour l'achat d'un produit/service - e-commerce) ?;Les formulaires de saisie, outre la gestion technique et leurs impacts (traitements, echanges reseaux) necessitent des interactions de la part de l'utilisateur qui peuvent s'averer contraignantes pour certains publics.;Conception;;;;;High;OnUpdate;Parcours utilisateur
CONTENUS;C;B;B;Reduire l'empreinte des contenus statiques;"Est-ce que le blocage des robots et acces non sollicites sont traites par des solutions peu coeteuses (captcha vs ""addition"" , ....) ?";"La protection vis e vis des automates peut mettre en oeuvre des techniques qui generent une charge d'echange importante (images multiples par exemple) d'autres techniques sont plus legeres de ce point de vue pour bloquer les acces ""non humains""";Realisation;;;;;;;
CONTENUS;C;B;B;Reduire l'empreinte des contenus statiques;Lorsque des listes de selection sont disponibles, sont-elles limitees aux valeurs pertinentes pour l'utilisateur du service ?;Lors des saisies de donnees e partir de listes, le volume des listes peut fournir des entrees qui n'ont aucun interet et generent un volume totalement inutile, par exemple une liste de pays de l'Afghanistan au Zimbabwe pour un service franco-franeais pour lequel le pays n'est pas une donnee critique, par exemple des choix : France, Europe, Autre suffiraient;Realisation;;(X / Y ) * 100;Listes analysees;Listes de selections;Low;OnUpdate;Navigation / code source
CONTENUS;A;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Avez-vous limite les animations ?;Le traitement des animations consomme des ressources techniques et detourne l'attention des utilisateurs, de plus les animations sont generalement dependantes de caracteristiques techniques des terminaux et generent des incompatibilites qui poussent artificiellement au renouvellement des equipements.;Conception;;;;;;;
CONTENUS;A;C;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que l'utilisation de Flash est supprimee, remplacee par un autre effet?;"Les technologies Flash (en fin de vie) utilisent beaucoup de ressources techniques sur le terminal utilisateur et demandent un suivi et des mises e jour de versions frequentes, avec des limites de ""retro-compatibilite"" fortes conduisant e une obsolescence anticipee des peripheriques.";Realisation;;(X / Y ) * 100;Appels flash supprimes;Appels flash;High;OnUpdate;Le code source est analyse pour rechercher les utilisation de flash et les supprimer
CONTENUS;A;A;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Les contenus actifs sont-ils declenches uniquement sur action de l'utilisateur ?;Les contenus actifs utilisent des ressources techniques pour fonctionner. L'activite de ces composants doit etre lancee e la demande de l'utilisateur pour eviter de consommer de l'energie inutilement.;Realisation;;(X / Y ) * 100;Contenus analyses;Contenus actifs;High;OnUpdate;Les validations de parcours utilisateur couvrent la recherche de comportments du service ou l'utilisateur n'a pas l'initiative de l'operation
CONTENUS;B;A;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que le contenu anime est sur la partie visible de l'ecran (pas d'animation declenchee sous la partie active de l'ecran);La presentation d'un service est rarement contenue sur la surface de l'ecran et du scrolling ou de la pagination sont necessaires. Les animations demandees par l'utilisateur peuvent etre en dehors de la zone visible. Afin de reduire la consommation de ressources inutiles, toutes les animations non directement visibles doivent etre stoppees.;Realisation;;(X / Y ) * 100;Contenus analyses;Contenus actifs;High;OnUpdate;Navigation
CONTENUS;B;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que la duree des contenus animes ayant ete valides comme necessaire est optimisee ?;La duree totale des animations utilise des ressources. Le fait de reduire la duree et de ne pas les faire jouer en boucle permet, lorsque les animations sont indispensables, de reduire l'impact de consommation.e;Conception;;;;;;;
CONTENUS;A;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Quelles sont les videos reellement porteuses de sens et utiles e la comprehension du service (exemples: logo, images liens, images contractuelles...) ?;Les flux video sont dans les usages de service numerique l'un des elements qui consomme le plus de ressources de traitement, de volume d'echange. Les videos doivent etre limitees aux cas oe elles apportent une valeur importante. La video n'est pas accessible pour certains publics et doit donc etre limitee.;Conception;;;;;;;
CONTENUS;A;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;De quelles videos peut-on se passer (pas utile e la comprehension du service) ?;Les flux video sont dans les usages de service numerique l'un des elements qui consomment le plus de ressources de traitement, de volume d'echange. Les videos doivent etre limitees aux cas oe elles apportent une valeur importante. La video n'est pas accessible pour certains publics et doit donc etre limitee. En revanche, elle peut aussi permettre une perception plus simple d'un service.;Conception;;(X / Y ) * 100;Videos analysees;Videos;High;OnUpdate;Les parcours utilisateur presentent les objets media et la valeur ajoutee des informations proposees par ces objets
CONTENUS;A;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que l'information portee par la video peut etre remplacee par une alternative (infographie...);Les informations apportees par la video sont souvent transposables de maniere e etre proposees sous forme statique, nettement moins consommatrices de ressources.;Conception;INCONTOURNABLE;(X / Y ) * 100;Videos analysees;Videos;High;OnUpdate;Les videos portent des meta-datas permettant de valider la pertinence du contenu et de le restituer sous une autre formee
CONTENUS;B;C;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que les alternatives au streaming (vs video locale) ont ete evaluees ?;Le chemin total parcouru par les flux video genere e chaque etape un impact environnemental. Les solutions pour reduire la longueur de ce chemin sont benefiques.;Realisation;;;;;;;
CONTENUS;A;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que la duree des videos ayant ete validees comme necessaires est optimisee ?;L'impact des flux video est lie e la duree de la video, e la qualite des images et du son, au nombre de diffusion. Reduire la duree est l'un des leviers facilement gerable pour reduire l'impact.;Realisation;;(X / Y ) * 100;Videos analysees;Videos;High;OnUpdate;"Les videos font l'objet d'une post-production pour reduire la duree des elements sans valeur et proposer un ""chapitrage""e"
CONTENUS;A;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que la diffusion de sessions live est utile ?;Le nombre de flux diffuses multiplie par autant l'impact environnemental de la video.;Realisation;;;;;;;
CONTENUS;C;A;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que le son de la video peut-etre restitue sous forme texte ?;L'acces au son est difficile ou impossible pour certains publics. La fourniture d'un texte en support ou remplacement du son est indispensable.;Realisation;;;;;High;OnUpdate;Navigation
CONTENUS;B;B;B;Eviter les contenus actifs, conserver les contenus dynamiques sous contrele de l'utilisateur;Est-ce que les CODECS des sons sont compresses au maximum ?;Le volume de donnees utilise par la qualite des sons peut etre reduit avec une precision, une qualite sonore plus basse. Les mecanismes de compression audio (CODEC) vont reduire le volume de donnees echangees mais demander plus de ressources CPU pour decoder et restituer les sons sur le peripherique utilisateur.e;Realisation;;;;;;;
CONTENUS;A;C;B;Faciliter la perception des contenus par l'utilisateur;Chaque contenu video est-il associe e une duree de vie ?;Les videos peuvent etre des faits d'actualite qui n'ont que peu d'interet en dehors de la periode oe elle a ete produite. Generalement ces informations sont disponibles lors de la creation et doivent etre utilisees pour supprimer la video apres un delai defini. Cela libere de l'espace de stockage et evite aux utilisateurs de consulter des documents perimes.;Fin de Vie;;;;;;;
CONTENUS;B;B;B;Faciliter la perception des contenus par l'utilisateur;A t-on defini la proportion des contenus de type flux (contenus chauds de type actu...) et stock (contenus froid, longue traene en SEO) ?;Les contenus lies e un evenement ou une actualite sont peu interessants apres un certain temps. Toutes ces informations doivent etre utilisees pour que les informations perimees soient supprimees ou si necessaire retravaillees pour reduire leurs tailles, et enfin etre mis e disposition des utilisateurs sur des liens d'archives pour bien exprimer que ces contenus sont anciens. Conserver les contenus anciens peut etre utile pour conserver les referencement SEO acquis.;Fin de Vie;;;;;;;
CONTENUS;B;C;B;Faciliter la perception des contenus par l'utilisateur;Les contenus sont-ils uniques dans tout le service ?;Outre les espaces de stockage supplementaires et la confusion pour l'utilisateur que la duplication de contenus amene, d'un point de vue SEO, ces duplications sont inefficaces.;Realisation;;(X / Y ) * 100;Contenus uniques;Contenus;Low;Periodic;File system
CONTENUS;A;B;B;Faciliter la perception des contenus par l'utilisateur;Les notifications utilisateurs sont-elles necessaires et desactivables par l'utilisateur ?;Les methodes de notifications peuvent employer des technologies consommatrices de ressources et certaines pratiques visent e les multiplier ce qui augmente l'empreinte environnementale du service. Reduire les notifications, utiliser des mecanismes legers, et permettre e l'utilisateur de desactiver ces notifications est utile pour reduire les consommations d'energie ainsi que le detournement d'attention des utilisateurs.;Utilisation;;(X / Y ) * 100;Notifications analysees;Notifications;Medium;OnUpdate;Les validation des parcours utilisateurs identifient les notifications utilisateurs et les possibilite de desactivation de ces notifications
CONTENUS;B;A;B;Faciliter la perception des contenus par l'utilisateur;Est-ce que la validite des donnees est contrelee avant la soumission du formulaire ?;Les saisies de donnees dans les formulaires sont sources d'erreurs. Si les donnees ne sont contrelees qu'apres soumission du formulaire, le nombre d'echanges va augmenter. Le contrele du format des donnees attendues avant l'envoi au serveur permet de reduire les transferts de donnees et les traitements inutiles.;Utilisation;;(X / Y ) * 100;Donnees validees en local;"Donnees ""formelles""";Medium;OnUpdate;Navigation / CHROME : Network
