Original family;Planet;People;Prosperity;RECOMMENDATION;Criteria;Justifications;Stage life cycle;inescapable;Indicators;X;Y;Priority;Recurrence;USE CASE;ID
Contents;B;B;B;Reduce the footprint of static content;Does the form allow the user to disable the dynamic functions (ex: Auto Completion);Certain functions when they are active will use calculation resources and network exchanges, this is the case of self-completion systems that may be useful for some audiences whose written expression is not very fluid but which Are superfluous for more autonomous users.;Production;;;;;Medium;Onupdate;Source code;CTN-4.C01
Contents;C;B;B;Reduce the footprint of static content;Do the forms are useful (example: do not create an account for the purchase of a product / service - e-commerce)?;The seizure forms, in addition to the technical management and their impacts (treatments, network exchanges) require interactions from the user who can be binding for certain audiences.;Design;;;;;High;Onupdate;User path;CTN-4.C02
Contents;C;B;B;Reduce the footprint of static content;"Does the blocking of unsolicited robots and access are treated with unfewing solutions (Captcha vs ""addition"", ....)?";"Protection vis not automata can implement techniques that generate a large exchange load (multi-image for example) other techniques are more lightweight from this point of view to block ""non-human"" access";Production;;;;;;;;CTN-4.01
Contents;C;B;B;Reduce the footprint of static content;When selection lists are available, are they limited to relevant values __for the service user?;When entering data from lists, the volume of the lists can provide entries that have no interest and generate a totally useless volume, for example a list of Afghanistan countries in Zimbabwe for a Franco-French service for which the country is not a critical data, for example choices: France, Europe, another would suffice;Production;;(X / y) * 100;Lists Analysis;Selection lists;Low;Onupdate;Navigation / source code;CTN-4.02
Contents;;;;Avoid active content, keep the dynamic content under the user's counter;;;;;;;;;;;CTN-4.03
Contents;A;B;B;Avoid active content, keep the dynamic content under the user's counter;Do you limit the animations?;The treatment of animations consumes technical resources and the attention of the users, moreover the animations are generally dependent on the technical characteristics of the terminals and generate incompatibilities that artificially grow to the renewal of the equipment.;Design;;;;;;;;CTN-4.C03
Contents;A;C;B;Avoid active content, keep the dynamic content under the user's counter;Is the use of Flash removed, replaces with another effect?;"Flash (end-of-life) technologies use a lot of technical resources on the user terminal and require follow-up and frequent versions, with strong ""retro-compatibility"" limits leading to an obsolescence anticipates peripherals.";Production;;(X / y) * 100;Flash calls Delete;Flash calls;High;Onupdate;The source code is analyzed to search for use of flash and delete them;CTN-4.04
Contents;A;A;B;Avoid active content, keep the dynamic content under the user's counter;Are the active contents declined only on user action?;Active contents use technical resources to work. The activity of these components should be launching the user's request to avoid consuming energy unnecessarily.;Production;;(X / y) * 100;Content analyzes;Active content;High;Onupdate;User course validations cover search for service behaviors or the user does not have the operation of the operation;CTN-5
Contents;B;A;B;Avoid active content, keep the dynamic content under the user's counter;Is the anime content on the visible part of the screen (no animation declined under the active part of the screen);The presentation of a service is rarely contained on the surface of the screen and the scrolling or pagination are necessary. The animations requested by the user can be outside the visible area. In order to reduce the consumption of unnecessary resources, all animations not directly visible must be stopped.;Production;;(X / y) * 100;Content analyzes;Active content;High;Onupdate;Navigation;CTN-5.C01
Contents;B;B;B;Avoid active content, keep the dynamic content under the user's counter;Has the duration of animated content that has been valid as needed is optimized?;The total duration of animations uses resources. Reduce the duration and not playing them in a loop allows, when the animations are essential, to reduce the impact of consumption.;Design;;;;;;;;CTN-5.01
Contents;A;B;B;Avoid active content, keep the dynamic content under the user's counter;What are the actual sense videos of meaning and useful e comprehension of the service (examples: logo, images links, contractual images ...)?;Video streams are in digital service uses one of the elements that consumes the most processing resources, exchange volume. Videos must be limited to cases where they bring an important value. The video is not accessible for some audiences and must be limited.;Design;;;;;;;;CTN-5.02
Contents;A;B;B;Avoid active content, keep the dynamic content under the user's counter;What videos can we happen (not useful e comprehension of the service)?;The video streams are in digital service uses one of the elements that consume the most processing resources, exchange volume. Videos must be limited to cases where they bring an important value. The video is not accessible for some audiences and must be limited. On the other hand, it can also allow a simpler perception of a service.;Design;;(X / y) * 100;Videos Analysis;Videos;High;Onupdate;User courses present media objects and the added value of the information proposed by these objects;CTN-5.C02
Contents;A;B;B;Avoid active content, keep the dynamic content under the user's counter;Does the information be borne by the video can be replaced by an alternative (infographic ...);The information provided by the video are often transposable in order to be proposed in static form, much less resource consuming.;Design;UNAVOIDABLE;(X / y) * 100;Videos Analysis;Videos;High;Onupdate;Videos carry meta-datas to validate the relevance of the content and restore it in another form;CTN-5.C03
